,cords
30464,"(39.7946462, -86.0454207, 0.0)"
30465,"(39.812395775510204, -86.16276742857143, 0.0)"
30466,"(39.812395775510204, -86.16276742857143, 0.0)"
30467,"(39.812395775510204, -86.16276742857143, 0.0)"
30468,"(39.7317981919192, -86.12055191919193, 0.0)"
30469,"(39.751636, -86.157616, 0.0)"
30470,"(39.751636, -86.157616, 0.0)"
30471,"(39.751636, -86.157616, 0.0)"
30472,"(39.76879586359857, -86.12532121522327, 0.0)"
30473,"(39.812395775510204, -86.16276742857143, 0.0)"
30474,"(39.7317981919192, -86.12055191919193, 0.0)"
30475,"(39.775649973154366, -86.20369656375838, 0.0)"
30476,"(39.775649973154366, -86.20369656375838, 0.0)"
30477,"(39.786151, -86.0672731, 0.0)"
30478,"(39.71846455102041, -86.23109393877552, 0.0)"
30479,"(39.71846455102041, -86.23109393877552, 0.0)"
30480,"(39.752706164036304, -86.28354628913186, 0.0)"
30481,"(39.7299151, -86.3248449, 0.0)"
30482,"(39.7946462, -86.0454207, 0.0)"
30483,"(39.812395775510204, -86.16276742857143, 0.0)"
30484,"(39.812395775510204, -86.16276742857143, 0.0)"
30485,"(39.76879586359857, -86.12532121522327, 0.0)"
30486,"(39.76879586359857, -86.12532121522327, 0.0)"
30487,"(39.741736, -86.28603700000001, 0.0)"
30488,"(39.8236111, -86.0838889, 0.0)"
30489,"(39.8236111, -86.0838889, 0.0)"
30490,"(39.8236111, -86.0838889, 0.0)"
30491,"(39.8236111, -86.0838889, 0.0)"
30492,"(39.8236111, -86.0838889, 0.0)"
30493,"(39.8236111, -86.0838889, 0.0)"
30494,"(39.8236111, -86.0838889, 0.0)"
30495,"(39.8236111, -86.0838889, 0.0)"
30496,"(39.770827350000005, -86.15704296619396, 0.0)"
30497,"(39.770827350000005, -86.15704296619396, 0.0)"
30498,"(39.770827350000005, -86.15704296619396, 0.0)"
30499,"(39.8236111, -86.0838889, 0.0)"
30500,"(39.859662, -86.268137, 0.0)"
30501,"(39.859662, -86.268137, 0.0)"
30502,"(39.7588623, -86.1110091, 0.0)"
30503,"(39.7588623, -86.1110091, 0.0)"
30504,"(39.7588623, -86.1110091, 0.0)"
30505,"(39.7588623, -86.1110091, 0.0)"
30506,"(39.7588623, -86.1110091, 0.0)"
30507,"(39.79716950352192, -86.0578080288248, 0.0)"
30508,"(39.79716950352192, -86.0578080288248, 0.0)"
30509,"(39.775649973154366, -86.20369656375838, 0.0)"
30510,"(39.775649973154366, -86.20369656375838, 0.0)"
30511,"(39.775649973154366, -86.20369656375838, 0.0)"
30512,"(39.775649973154366, -86.20369656375838, 0.0)"
30513,"(39.859662, -86.268137, 0.0)"
30514,"(39.859662, -86.268137, 0.0)"
30515,"(39.859662, -86.268137, 0.0)"
30516,"(39.775649973154366, -86.20369656375838, 0.0)"
30517,"(39.775649973154366, -86.20369656375838, 0.0)"
30518,"(39.775649973154366, -86.20369656375838, 0.0)"
30519,"(39.79716950352192, -86.0578080288248, 0.0)"
30520,"(39.79716950352192, -86.0578080288248, 0.0)"
30521,"(39.78624831578948, -86.09287989473684, 0.0)"
30522,"(39.65015695918367, -86.15851187755102, 0.0)"
30523,"(39.65015695918367, -86.15851187755102, 0.0)"
30524,"(39.74220237763081, -86.1128670188749, 0.0)"
30525,"(39.74220237763081, -86.1128670188749, 0.0)"
30526,"(39.8381331, -86.24422095855766, 0.0)"
30527,"(39.758379, -86.24561, 0.0)"
30528,"(39.859662, -86.268137, 0.0)"
30529,"(39.859662, -86.268137, 0.0)"
30530,"(39.758379, -86.24561, 0.0)"
30531,"(39.758379, -86.24561, 0.0)"
30532,"(39.758379, -86.24561, 0.0)"
30533,"(39.778414272727275, -86.13707866666667, 0.0)"
30534,"(39.778414272727275, -86.13707866666667, 0.0)"
30535,"(39.77213105, -86.15340818130366, 0.0)"
30536,"(39.79716950352192, -86.0578080288248, 0.0)"
30537,"(39.79716950352192, -86.0578080288248, 0.0)"
30538,"(39.79716950352192, -86.0578080288248, 0.0)"
30539,"(39.79716950352192, -86.0578080288248, 0.0)"
30540,"(39.7732896, -86.0229565, 0.0)"
30541,"(39.7732896, -86.0229565, 0.0)"
30542,"(39.74220237763081, -86.1128670188749, 0.0)"
30543,"(39.799355, -86.310274, 0.0)"
30544,"(39.799355, -86.310274, 0.0)"
30545,"(39.7656761, -86.15934391363386, 0.0)"
30546,"(39.7656761, -86.15934391363386, 0.0)"
30547,"(39.7656761, -86.15934391363386, 0.0)"
30548,"(39.732936, -86.126347, 0.0)"
30549,"(39.775649973154366, -86.20369656375838, 0.0)"
30550,"(39.778414272727275, -86.13707866666667, 0.0)"
30551,"(39.7656761, -86.15934391363386, 0.0)"
30552,"(39.7656761, -86.15934391363386, 0.0)"
30553,"(39.7656761, -86.15934391363386, 0.0)"
30554,"(39.775649973154366, -86.20369656375838, 0.0)"
30555,"(39.814518, -86.125276, 0.0)"
30556,"(39.814518, -86.125276, 0.0)"
30557,"(39.814518, -86.125276, 0.0)"
30558,"(39.814518, -86.125276, 0.0)"
30559,"(39.814518, -86.125276, 0.0)"
30560,"(39.814518, -86.125276, 0.0)"
30561,"(39.814518, -86.125276, 0.0)"
30562,"(39.814518, -86.125276, 0.0)"
30563,"(39.732936, -86.126347, 0.0)"
30564,"(39.814518, -86.125276, 0.0)"
30565,"(39.814518, -86.125276, 0.0)"
30566,"(39.732936, -86.126347, 0.0)"
30567,"(39.732936, -86.126347, 0.0)"
30568,"(39.775649973154366, -86.20369656375838, 0.0)"
30569,"(39.775649973154366, -86.20369656375838, 0.0)"
30570,"(39.775649973154366, -86.20369656375838, 0.0)"
30571,"(39.775649973154366, -86.20369656375838, 0.0)"
30572,"(39.775649973154366, -86.20369656375838, 0.0)"
30573,"(39.775649973154366, -86.20369656375838, 0.0)"
30574,"(39.775649973154366, -86.20369656375838, 0.0)"
30575,"(39.775649973154366, -86.20369656375838, 0.0)"
30576,"(39.775649973154366, -86.20369656375838, 0.0)"
30577,"(39.775649973154366, -86.20369656375838, 0.0)"
30578,"(39.732936, -86.126347, 0.0)"
30579,"(39.732936, -86.126347, 0.0)"
30580,"(39.732936, -86.126347, 0.0)"
30581,"(39.74095131543624, -86.12570941610738, 0.0)"
30582,"(39.74095131543624, -86.12570941610738, 0.0)"
30583,"(39.74095131543624, -86.12570941610738, 0.0)"
30584,"(39.74095131543624, -86.12570941610738, 0.0)"
30585,"(39.74095131543624, -86.12570941610738, 0.0)"
30586,"(39.74095131543624, -86.12570941610738, 0.0)"
30587,"(39.74095131543624, -86.12570941610738, 0.0)"
30588,"(39.74095131543624, -86.12570941610738, 0.0)"
30589,"(39.74095131543624, -86.12570941610738, 0.0)"
30590,"(39.74095131543624, -86.12570941610738, 0.0)"
30591,"(39.74095131543624, -86.12570941610738, 0.0)"
30592,"(39.74095131543624, -86.12570941610738, 0.0)"
30593,"(39.869849, -86.143071, 0.0)"
30594,"(39.869849, -86.143071, 0.0)"
30595,"(39.869849, -86.143071, 0.0)"
30596,"(39.869849, -86.143071, 0.0)"
30597,"(39.869849, -86.143071, 0.0)"
30598,"(39.869849, -86.143071, 0.0)"
30599,"(39.869849, -86.143071, 0.0)"
30600,"(39.869849, -86.143071, 0.0)"
30601,"(39.744982, -86.2755176923077, 0.0)"
30602,"(39.77692816161616, -86.22423524242424, 0.0)"
30603,"(39.787062021271396, -86.09832424292533, 0.0)"
30604,"(39.787062021271396, -86.09832424292533, 0.0)"
30605,"(39.787062021271396, -86.09832424292533, 0.0)"
30606,"(39.787062021271396, -86.09832424292533, 0.0)"
30607,"(39.787062021271396, -86.09832424292533, 0.0)"
30608,"(39.80348208163266, -86.11300785714286, 0.0)"
30609,"(39.744982, -86.2755176923077, 0.0)"
30610,"(39.744982, -86.2755176923077, 0.0)"
30611,"(39.824057050505054, -86.01000326262627, 0.0)"
30612,"(39.77777226582278, -86.21051493670886, 0.0)"
30613,"(39.77777226582278, -86.21051493670886, 0.0)"
30614,"(39.77777226582278, -86.21051493670886, 0.0)"
30615,"(39.719413040268456, -86.11232115436242, 0.0)"
30616,"(39.719413040268456, -86.11232115436242, 0.0)"
30617,"(39.719413040268456, -86.11232115436242, 0.0)"
30618,"(39.719413040268456, -86.11232115436242, 0.0)"
30619,"(39.732936, -86.126347, 0.0)"
30620,"(39.732936, -86.126347, 0.0)"
30621,"(39.77692816161616, -86.22423524242424, 0.0)"
30622,"(39.78173385714286, -86.11519842857143, 0.0)"
30623,"(39.78173385714286, -86.11519842857143, 0.0)"
30624,"(39.78173385714286, -86.11519842857143, 0.0)"
30625,"(39.81674175510204, -86.24053191836735, 0.0)"
30626,"(39.81674175510204, -86.24053191836735, 0.0)"
30627,"(39.81674175510204, -86.24053191836735, 0.0)"
30628,"(39.81674175510204, -86.24053191836735, 0.0)"
30629,"(39.81674175510204, -86.24053191836735, 0.0)"
30630,"(39.6825967, -86.2851867, 0.0)"
30631,"(39.7656761, -86.15934391363386, 0.0)"
30632,"(39.7656761, -86.15934391363386, 0.0)"
30633,"(39.7656761, -86.15934391363386, 0.0)"
30634,"(39.7656761, -86.15934391363386, 0.0)"
30635,"(39.7656761, -86.15934391363386, 0.0)"
30636,"(39.7656761, -86.15934391363386, 0.0)"
30637,"(39.7656761, -86.15934391363386, 0.0)"
30638,"(39.7656761, -86.15934391363386, 0.0)"
30639,"(39.7656761, -86.15934391363386, 0.0)"
30640,"(39.7656761, -86.15934391363386, 0.0)"
30641,"(39.7656761, -86.15934391363386, 0.0)"
30642,"(39.6825967, -86.2851867, 0.0)"
30643,"(39.6825967, -86.2851867, 0.0)"
30644,"(39.6825967, -86.2851867, 0.0)"
30645,"(39.76613169387755, -86.21693400000001, 0.0)"
30646,"(39.76613169387755, -86.21693400000001, 0.0)"
30647,"(39.76613169387755, -86.21693400000001, 0.0)"
30648,"(39.76613169387755, -86.21693400000001, 0.0)"
30649,"(39.7801249, -86.178789, 0.0)"
30650,"(39.7656761, -86.15934391363386, 0.0)"
30651,"(39.89685599513703, -86.23755412662878, 0.0)"
30652,"(39.786706, -86.111187, 0.0)"
30653,"(39.786706, -86.111187, 0.0)"
30654,"(39.787062021271396, -86.09832424292533, 0.0)"
30655,"(39.787062021271396, -86.09832424292533, 0.0)"
30656,"(39.787062021271396, -86.09832424292533, 0.0)"
30657,"(39.787062021271396, -86.09832424292533, 0.0)"
30658,"(39.787062021271396, -86.09832424292533, 0.0)"
30659,"(39.806091631150444, -86.1071495400757, 0.0)"
30660,"(39.806091631150444, -86.1071495400757, 0.0)"
30661,"(39.8581447, -86.0898896, 0.0)"
30662,"(39.8424477, -86.2416137, 0.0)"
30663,"(39.8424477, -86.2416137, 0.0)"
30664,"(39.74467108163265, -86.19323830612245, 0.0)"
30665,"(39.74467108163265, -86.19323830612245, 0.0)"
30666,"(39.68689432653061, -86.12985828571428, 0.0)"
30667,"(39.782324, -86.128637, 0.0)"
30668,"(39.782324, -86.128637, 0.0)"
30669,"(39.782324, -86.128637, 0.0)"
30670,"(39.782324, -86.128637, 0.0)"
30671,"(39.782324, -86.128637, 0.0)"
30672,"(39.7801249, -86.178789, 0.0)"
30673,"(39.7801249, -86.178789, 0.0)"
30674,"(39.70725448018321, -86.15192637025496, 0.0)"
30675,"(39.70725448018321, -86.15192637025496, 0.0)"
30676,"(39.70725448018321, -86.15192637025496, 0.0)"
30677,"(39.70725448018321, -86.15192637025496, 0.0)"
30678,"(39.76152840740741, -86.14245922222223, 0.0)"
30679,"(39.76152840740741, -86.14245922222223, 0.0)"
30680,"(39.76152840740741, -86.14245922222223, 0.0)"
30681,"(39.7734752, -86.2342634, 0.0)"
30682,"(39.7734752, -86.2342634, 0.0)"
30683,"(39.7801249, -86.178789, 0.0)"
30684,"(39.7801249, -86.178789, 0.0)"
30685,"(39.7801249, -86.178789, 0.0)"
30686,"(39.757757034056056, -86.1213093705776, 0.0)"
30687,"(39.9090365, -86.21649195841292, 0.0)"
30688,"(39.9090365, -86.21649195841292, 0.0)"
30689,"(39.782324, -86.128637, 0.0)"
30690,"(39.8798118125, -86.2422223125, 0.0)"
30691,"(39.8798118125, -86.2422223125, 0.0)"
30692,"(39.830708, -86.288157, 0.0)"
30693,"(39.830708, -86.288157, 0.0)"
30694,"(39.757757034056056, -86.1213093705776, 0.0)"
30695,"(39.82286839030402, -86.00828580401212, 0.0)"
30696,"(39.849399267732764, -86.24168709277451, 0.0)"
30697,"(39.849399267732764, -86.24168709277451, 0.0)"
30698,"(39.849399267732764, -86.24168709277451, 0.0)"
30699,"(39.849399267732764, -86.24168709277451, 0.0)"
30700,"(39.868799, -86.122127, 0.0)"
30701,"(39.67611562080537, -86.18308177852349, 0.0)"
30702,"(39.67611562080537, -86.18308177852349, 0.0)"
30703,"(39.763445, -86.111611, 0.0)"
30704,"(39.763445, -86.111611, 0.0)"
30705,"(39.767376, -86.1568240703254, 0.0)"
30706,"(39.75895722219565, -86.11103947607204, 0.0)"
30707,"(39.75895722219565, -86.11103947607204, 0.0)"
30708,"(39.75895722219565, -86.11103947607204, 0.0)"
30709,"(39.830708, -86.288157, 0.0)"
30710,"(39.830708, -86.288157, 0.0)"
30711,"(39.7004791, -86.1085678, 0.0)"
30712,"(39.781434, -86.11410955555556, 0.0)"
30713,"(39.781434, -86.11410955555556, 0.0)"
30714,"(39.868799, -86.122127, 0.0)"
30715,"(39.868799, -86.122127, 0.0)"
30716,"(39.868799, -86.122127, 0.0)"
30717,"(39.781434, -86.11410955555556, 0.0)"
30718,"(39.87045265217391, -86.14280234782608, 0.0)"
30719,"(39.87045265217391, -86.14280234782608, 0.0)"
30720,"(39.87045265217391, -86.14280234782608, 0.0)"
30721,"(39.67611562080537, -86.18308177852349, 0.0)"
30722,"(39.67611562080537, -86.18308177852349, 0.0)"
30723,"(39.759261265018004, -86.11330390301175, 0.0)"
30724,"(39.759261265018004, -86.11330390301175, 0.0)"
30725,"(39.759261265018004, -86.11330390301175, 0.0)"
30726,"(39.809626, -86.009799, 0.0)"
30727,"(39.79217557142857, -86.06898442857144, 0.0)"
30728,"(39.79217557142857, -86.06898442857144, 0.0)"
30729,"(39.79217557142857, -86.06898442857144, 0.0)"
30730,"(39.79217557142857, -86.06898442857144, 0.0)"
30731,"(39.82056352631579, -86.01385518421053, 0.0)"
30732,"(39.82056352631579, -86.01385518421053, 0.0)"
30733,"(39.82056352631579, -86.01385518421053, 0.0)"
30734,"(39.82056352631579, -86.01385518421053, 0.0)"
30735,"(39.868807, -86.126999, 0.0)"
30736,"(39.868807, -86.126999, 0.0)"
30737,"(39.868807, -86.126999, 0.0)"
30738,"(39.741736, -86.28603700000001, 0.0)"
30739,"(39.859662, -86.268137, 0.0)"
30740,"(39.859662, -86.268137, 0.0)"
30741,"(39.859662, -86.268137, 0.0)"
30742,"(39.859662, -86.268137, 0.0)"
30743,"(39.859662, -86.268137, 0.0)"
30744,"(39.859662, -86.268137, 0.0)"
30745,"(39.859662, -86.268137, 0.0)"
30746,"(39.8373723939394, -86.06188688888889, 0.0)"
30747,"(39.77777226582278, -86.21051493670886, 0.0)"
30748,"(39.77777226582278, -86.21051493670886, 0.0)"
30749,"(39.77777226582278, -86.21051493670886, 0.0)"
30750,"(39.7732896, -86.0229565, 0.0)"
30751,"(39.7732896, -86.0229565, 0.0)"
30752,"(39.74220237763081, -86.1128670188749, 0.0)"
30753,"(39.799355, -86.310274, 0.0)"
30754,"(39.799355, -86.310274, 0.0)"
30755,"(39.92155862965793, -86.20384437460655, 0.0)"
30756,"(39.75895722219565, -86.11103947607204, 0.0)"
30757,"(39.75895722219565, -86.11103947607204, 0.0)"
30758,"(39.75895722219565, -86.11103947607204, 0.0)"
30759,"(39.786796, -86.138558, 0.0)"
30760,"(39.786796, -86.138558, 0.0)"
30761,"(39.82186585714286, -86.1541227755102, 0.0)"
30762,"(39.82186585714286, -86.1541227755102, 0.0)"
30763,"(39.82186585714286, -86.1541227755102, 0.0)"
30764,"(39.82186585714286, -86.1541227755102, 0.0)"
30765,"(39.809626, -86.009799, 0.0)"
30766,"(39.809626, -86.009799, 0.0)"
30767,"(39.809626, -86.009799, 0.0)"
30768,"(39.727292194945484, -86.16546953999813, 0.0)"
30769,"(39.727292194945484, -86.16546953999813, 0.0)"
30770,"(39.7801249, -86.178789, 0.0)"
30771,"(39.7801249, -86.178789, 0.0)"
30772,"(39.7801249, -86.178789, 0.0)"
30773,"(39.7801249, -86.178789, 0.0)"
30774,"(39.75723739393939, -86.09937818181818, 0.0)"
30775,"(39.6825967, -86.2851867, 0.0)"
30776,"(39.80727506122449, -86.16429908163265, 0.0)"
30777,"(39.80727506122449, -86.16429908163265, 0.0)"
30778,"(39.80727506122449, -86.16429908163265, 0.0)"
30779,"(39.80727506122449, -86.16429908163265, 0.0)"
30780,"(39.80727506122449, -86.16429908163265, 0.0)"
30781,"(39.82186585714286, -86.1541227755102, 0.0)"
30782,"(39.82186585714286, -86.1541227755102, 0.0)"
30783,"(39.82186585714286, -86.1541227755102, 0.0)"
30784,"(39.82186585714286, -86.1541227755102, 0.0)"
30785,"(39.82186585714286, -86.1541227755102, 0.0)"
30786,"(39.80727506122449, -86.16429908163265, 0.0)"
30787,"(39.80727506122449, -86.16429908163265, 0.0)"
30788,"(39.80727506122449, -86.16429908163265, 0.0)"
30789,"(39.80727506122449, -86.16429908163265, 0.0)"
30790,"(39.80727506122449, -86.16429908163265, 0.0)"
30791,"(39.80727506122449, -86.16429908163265, 0.0)"
30792,"(39.82186585714286, -86.1541227755102, 0.0)"
30793,"(39.82186585714286, -86.1541227755102, 0.0)"
30794,"(39.82186585714286, -86.1541227755102, 0.0)"
30795,"(39.770431705553015, -86.2671834837351, 0.0)"
30796,"(39.757082, -86.225131, 0.0)"
30797,"(39.80727506122449, -86.16429908163265, 0.0)"
30798,"(39.818184, -86.122707, 0.0)"
30799,"(39.818184, -86.122707, 0.0)"
30800,"(39.770431705553015, -86.2671834837351, 0.0)"
30801,"(39.770431705553015, -86.2671834837351, 0.0)"
30802,"(39.757082, -86.225131, 0.0)"
30803,"(39.757082, -86.225131, 0.0)"
30804,"(39.757082, -86.225131, 0.0)"
30805,"(39.757082, -86.225131, 0.0)"
30806,"(39.66210616326531, -86.12864432653062, 0.0)"
30807,"(39.66210616326531, -86.12864432653062, 0.0)"
30808,"(39.66210616326531, -86.12864432653062, 0.0)"
30809,"(39.66210616326531, -86.12864432653062, 0.0)"
30810,"(39.8186648367347, -86.1340630612245, 0.0)"
30811,"(39.8186648367347, -86.1340630612245, 0.0)"
30812,"(39.82540841666667, -86.08172625, 0.0)"
30813,"(39.82540841666667, -86.08172625, 0.0)"
30814,"(39.8256, -86.0603642323662, 0.0)"
30815,"(39.8256, -86.0603642323662, 0.0)"
30816,"(39.8256, -86.0603642323662, 0.0)"
30817,"(39.8256, -86.0603642323662, 0.0)"
30818,"(39.8256, -86.0603642323662, 0.0)"
30819,"(39.818223, -86.122973, 0.0)"
30820,"(39.818223, -86.122973, 0.0)"
30821,"(39.818223, -86.122973, 0.0)"
30822,"(39.818223, -86.122973, 0.0)"
30823,"(39.818223, -86.122973, 0.0)"
30824,"(39.818223, -86.122973, 0.0)"
30825,"(39.818223, -86.122973, 0.0)"
30826,"(39.818223, -86.122973, 0.0)"
30827,"(39.818223, -86.122973, 0.0)"
30828,"(39.818223, -86.122973, 0.0)"
30829,"(39.776601, -86.210715, 0.0)"
30830,"(39.776601, -86.210715, 0.0)"
30831,"(39.814518, -86.125276, 0.0)"
30832,"(39.814518, -86.125276, 0.0)"
30833,"(39.814518, -86.125276, 0.0)"
30834,"(39.814518, -86.125276, 0.0)"
30835,"(39.814518, -86.125276, 0.0)"
30836,"(39.732936, -86.126347, 0.0)"
30837,"(39.732936, -86.126347, 0.0)"
30838,"(39.732936, -86.126347, 0.0)"
30839,"(39.753736429772204, -86.13214018745337, 0.0)"
30840,"(39.753736429772204, -86.13214018745337, 0.0)"
30841,"(39.753736429772204, -86.13214018745337, 0.0)"
30842,"(39.753736429772204, -86.13214018745337, 0.0)"
30843,"(39.786706, -86.111187, 0.0)"
30844,"(39.786706, -86.111187, 0.0)"
30845,"(39.77692816161616, -86.22423524242424, 0.0)"
30846,"(39.71034679591837, -86.10556610204081, 0.0)"
30847,"(39.71034679591837, -86.10556610204081, 0.0)"
30848,"(39.71034679591837, -86.10556610204081, 0.0)"
30849,"(39.80348208163266, -86.11300785714286, 0.0)"
30850,"(39.80348208163266, -86.11300785714286, 0.0)"
30851,"(39.8581447, -86.0898896, 0.0)"
30852,"(39.67936883857065, -86.17561207149558, 0.0)"
30853,"(39.67936883857065, -86.17561207149558, 0.0)"
30854,"(39.7656761, -86.15934391363386, 0.0)"
30855,"(39.7656761, -86.15934391363386, 0.0)"
30856,"(39.7656761, -86.15934391363386, 0.0)"
30857,"(39.7656761, -86.15934391363386, 0.0)"
30858,"(39.828142, -86.112608, 0.0)"
30859,"(39.828142, -86.112608, 0.0)"
30860,"(39.828142, -86.112608, 0.0)"
30861,"(39.828142, -86.112608, 0.0)"
30862,"(39.70475, -86.155279, 0.0)"
30863,"(39.70475, -86.155279, 0.0)"
30864,"(39.70475, -86.155279, 0.0)"
30865,"(39.79698783400205, -85.99835286720165, 0.0)"
30866,"(39.757082, -86.225131, 0.0)"
30867,"(39.757082, -86.225131, 0.0)"
30868,"(39.757082, -86.225131, 0.0)"
30869,"(39.77562658064159, -86.1250007028532, 0.0)"
30870,"(39.83469802040816, -86.01155440816326, 0.0)"
30871,"(39.83469802040816, -86.01155440816326, 0.0)"
30872,"(39.83469802040816, -86.01155440816326, 0.0)"
30873,"(39.83469802040816, -86.01155440816326, 0.0)"
30874,"(39.82787098148148, -86.10629359259259, 0.0)"
30875,"(39.82787098148148, -86.10629359259259, 0.0)"
30876,"(39.82787098148148, -86.10629359259259, 0.0)"
30877,"(39.8377285, -86.1218044, 0.0)"
30878,"(39.739554, -86.1397576, 0.0)"
30879,"(39.6929873, -86.1865612, 0.0)"
30880,"(39.6929873, -86.1865612, 0.0)"
30881,"(39.6929873, -86.1865612, 0.0)"
30882,"(39.6929873, -86.1865612, 0.0)"
30883,"(39.6929873, -86.1865612, 0.0)"
30884,"(39.79698783400205, -85.99835286720165, 0.0)"
30885,"(39.79698783400205, -85.99835286720165, 0.0)"
30886,"(39.79698783400205, -85.99835286720165, 0.0)"
30887,"(39.818364, -86.10256257142858, 0.0)"
30888,"(39.818364, -86.10256257142858, 0.0)"
30889,"(39.818364, -86.10256257142858, 0.0)"
30890,"(39.818364, -86.10256257142858, 0.0)"
30891,"(39.818364, -86.10256257142858, 0.0)"
30892,"(39.818364, -86.10256257142858, 0.0)"
30893,"(39.818364, -86.10256257142858, 0.0)"
30894,"(39.77562658064159, -86.1250007028532, 0.0)"
30895,"(39.77562658064159, -86.1250007028532, 0.0)"
30896,"(39.739554, -86.1397576, 0.0)"
30897,"(39.82717167543981, -86.11284668091496, 0.0)"
30898,"(39.82717167543981, -86.11284668091496, 0.0)"
30899,"(39.82717167543981, -86.11284668091496, 0.0)"
30900,"(39.705787, -86.13478157142858, 0.0)"
30901,"(39.739554, -86.1397576, 0.0)"
30902,"(39.6929873, -86.1865612, 0.0)"
30903,"(39.6929873, -86.1865612, 0.0)"
30904,"(39.6929873, -86.1865612, 0.0)"
30905,"(39.6929873, -86.1865612, 0.0)"
30906,"(39.762553, -86.254039, 0.0)"
30907,"(39.762553, -86.254039, 0.0)"
30908,"(39.762599, -86.252093, 0.0)"
30909,"(39.762599, -86.252093, 0.0)"
30910,"(39.7801249, -86.178789, 0.0)"
30911,"(39.7801249, -86.178789, 0.0)"
30912,"(39.7801249, -86.178789, 0.0)"
30913,"(39.7801249, -86.178789, 0.0)"
30914,"(39.7801249, -86.178789, 0.0)"
30915,"(39.7801249, -86.178789, 0.0)"
30916,"(39.67293116326531, -86.12968997959183, 0.0)"
30917,"(39.67293116326531, -86.12968997959183, 0.0)"
30918,"(39.752473, -86.132056, 0.0)"
30919,"(39.752473, -86.132056, 0.0)"
30920,"(39.752473, -86.132056, 0.0)"
30921,"(39.849399267732764, -86.24168709277451, 0.0)"
30922,"(39.849399267732764, -86.24168709277451, 0.0)"
30923,"(39.849399267732764, -86.24168709277451, 0.0)"
30924,"(39.849399267732764, -86.24168709277451, 0.0)"
30925,"(39.9090365, -86.21649195841292, 0.0)"
30926,"(39.9090365, -86.21649195841292, 0.0)"
30927,"(39.72224809090909, -86.13592754545455, 0.0)"
30928,"(39.72224809090909, -86.13592754545455, 0.0)"
30929,"(39.72224809090909, -86.13592754545455, 0.0)"
30930,"(39.72224809090909, -86.13592754545455, 0.0)"
30931,"(39.72224809090909, -86.13592754545455, 0.0)"
30932,"(39.7992718, -85.99519758906692, 0.0)"
30933,"(39.7992718, -85.99519758906692, 0.0)"
30934,"(39.7992718, -85.99519758906692, 0.0)"
30935,"(39.7992718, -85.99519758906692, 0.0)"
30936,"(39.67611562080537, -86.18308177852349, 0.0)"
30937,"(39.67611562080537, -86.18308177852349, 0.0)"
30938,"(39.745223, -86.119819, 0.0)"
30939,"(39.759261265018004, -86.11330390301175, 0.0)"
30940,"(39.759261265018004, -86.11330390301175, 0.0)"
30941,"(39.759261265018004, -86.11330390301175, 0.0)"
30942,"(39.809626, -86.009799, 0.0)"
30943,"(39.809626, -86.009799, 0.0)"
30944,"(39.809626, -86.009799, 0.0)"
30945,"(39.809626, -86.009799, 0.0)"
30946,"(39.7946462, -86.0454207, 0.0)"
30947,"(39.7946462, -86.0454207, 0.0)"
30948,"(39.7946462, -86.0454207, 0.0)"
30949,"(39.727292194945484, -86.16546953999813, 0.0)"
30950,"(39.727292194945484, -86.16546953999813, 0.0)"
30951,"(39.786796, -86.138558, 0.0)"
30952,"(39.786796, -86.138558, 0.0)"
30953,"(39.818184, -86.122707, 0.0)"
30954,"(39.818184, -86.122707, 0.0)"
30955,"(39.798995, -86.09059, 0.0)"
30956,"(39.798995, -86.09059, 0.0)"
30957,"(39.82186585714286, -86.1541227755102, 0.0)"
30958,"(39.82186585714286, -86.1541227755102, 0.0)"
30959,"(39.82186585714286, -86.1541227755102, 0.0)"
30960,"(39.77562658064159, -86.1250007028532, 0.0)"
30961,"(39.77562658064159, -86.1250007028532, 0.0)"
30962,"(39.77562658064159, -86.1250007028532, 0.0)"
30963,"(39.8186648367347, -86.1340630612245, 0.0)"
30964,"(39.8186648367347, -86.1340630612245, 0.0)"
30965,"(39.739554, -86.1397576, 0.0)"
30966,"(39.81818461260869, -86.12268892804363, 0.0)"
30967,"(39.81818461260869, -86.12268892804363, 0.0)"
30968,"(39.81818461260869, -86.12268892804363, 0.0)"
30969,"(39.70475, -86.155279, 0.0)"
30970,"(39.70475, -86.155279, 0.0)"
30971,"(39.70475, -86.155279, 0.0)"
30972,"(39.70862776573499, -86.18632503221473, 0.0)"
30973,"(39.70862776573499, -86.18632503221473, 0.0)"
30974,"(39.76797816538408, -86.13899782286306, 0.0)"
30975,"(39.83469802040816, -86.01155440816326, 0.0)"
30976,"(39.83469802040816, -86.01155440816326, 0.0)"
30977,"(39.83469802040816, -86.01155440816326, 0.0)"
30978,"(39.83469802040816, -86.01155440816326, 0.0)"
30979,"(39.7554772, -85.9618188, 0.0)"
30980,"(39.762599, -86.252093, 0.0)"
30981,"(39.762599, -86.252093, 0.0)"
30982,"(39.762599, -86.252093, 0.0)"
30983,"(39.762599, -86.252093, 0.0)"
30984,"(39.762599, -86.252093, 0.0)"
30985,"(39.818364, -86.10256257142858, 0.0)"
30986,"(39.818364, -86.10256257142858, 0.0)"
30987,"(39.818364, -86.10256257142858, 0.0)"
30988,"(39.818364, -86.10256257142858, 0.0)"
30989,"(39.818364, -86.10256257142858, 0.0)"
30990,"(39.818364, -86.10256257142858, 0.0)"
30991,"(39.818364, -86.10256257142858, 0.0)"
